problem_id,tier,source,model,model_name,sample_idx,passed,failure_type,error_type,error_message,syntax_valid,timed_out,standard_passed,standard_total,boundary_passed,boundary_total,adversarial_passed,adversarial_total
hard_015,Hard,original,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
hard_016,Hard,MBPP-adapted,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
hard_016,Hard,MBPP-adapted,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
hard_016,Hard,MBPP-adapted,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
hard_017,Hard,original,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
hard_017,Hard,original,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
hard_017,Hard,original,gpt35,GPT-3.5-Turbo,2,False,Algorithmic,,None,True,False,0,3,0,2,0,2
hard_018,Hard,HumanEval-adapted,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
hard_018,Hard,HumanEval-adapted,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
hard_018,Hard,HumanEval-adapted,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
hard_019,Hard,original,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
hard_019,Hard,original,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
hard_019,Hard,original,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
hard_020,Hard,MBPP-adapted,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
hard_020,Hard,MBPP-adapted,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
hard_020,Hard,MBPP-adapted,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
hard_021,Hard,original,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
hard_021,Hard,original,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
hard_021,Hard,original,gpt35,GPT-3.5-Turbo,2,False,Syntactic,SyntaxError,"SyntaxError: expected an indented block after function definition on line 2 (<solution>, line 3)",False,False,0,3,0,2,0,2
hard_022,Hard,HumanEval-adapted,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
hard_022,Hard,HumanEval-adapted,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
hard_022,Hard,HumanEval-adapted,gpt35,GPT-3.5-Turbo,2,False,Runtime,,None,True,False,0,3,0,2,0,2
hard_023,Hard,original,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
hard_023,Hard,original,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
hard_023,Hard,original,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
hard_024,Hard,MBPP-adapted,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
hard_024,Hard,MBPP-adapted,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
hard_024,Hard,MBPP-adapted,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
hard_025,Hard,original,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
hard_025,Hard,original,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
hard_025,Hard,original,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
hard_026,Hard,HumanEval-adapted,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
hard_026,Hard,HumanEval-adapted,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
hard_026,Hard,HumanEval-adapted,gpt35,GPT-3.5-Turbo,2,False,Runtime,,None,True,False,0,3,0,2,0,2
hard_027,Hard,original,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
hard_027,Hard,original,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
hard_027,Hard,original,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
hard_028,Hard,MBPP-adapted,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
hard_028,Hard,MBPP-adapted,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
hard_028,Hard,MBPP-adapted,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
hard_029,Hard,original,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
hard_029,Hard,original,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
hard_029,Hard,original,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
hard_030,Hard,HumanEval-adapted,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
hard_030,Hard,HumanEval-adapted,gpt35,GPT-3.5-Turbo,1,False,Runtime,,None,True,False,0,3,0,2,0,2
hard_030,Hard,HumanEval-adapted,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
easy_001,Easy,original,codellama,CodeLlama-7B-Instruct,0,True,Pass,,None,True,False,3,3,2,2,2,2
easy_001,Easy,original,codellama,CodeLlama-7B-Instruct,1,True,Pass,,None,True,False,3,3,2,2,2,2
easy_001,Easy,original,codellama,CodeLlama-7B-Instruct,2,True,Pass,,None,True,False,3,3,2,2,2,2
easy_002,Easy,original,codellama,CodeLlama-7B-Instruct,0,True,Pass,,None,True,False,3,3,2,2,2,2
easy_002,Easy,original,codellama,CodeLlama-7B-Instruct,1,True,Pass,,None,True,False,3,3,2,2,2,2
easy_002,Easy,original,codellama,CodeLlama-7B-Instruct,2,True,Pass,,None,True,False,3,3,2,2,2,2
easy_003,Easy,HumanEval-adapted,codellama,CodeLlama-7B-Instruct,0,True,Pass,,None,True,False,3,3,2,2,2,2
easy_003,Easy,HumanEval-adapted,codellama,CodeLlama-7B-Instruct,1,True,Pass,,None,True,False,3,3,2,2,2,2
easy_003,Easy,HumanEval-adapted,codellama,CodeLlama-7B-Instruct,2,True,Pass,,None,True,False,3,3,2,2,2,2
easy_004,Easy,original,codellama,CodeLlama-7B-Instruct,0,True,Pass,,None,True,False,3,3,2,2,2,2
easy_004,Easy,original,codellama,CodeLlama-7B-Instruct,1,True,Pass,,None,True,False,3,3,2,2,2,2
easy_004,Easy,original,codellama,CodeLlama-7B-Instruct,2,True,Pass,,None,True,False,3,3,2,2,2,2
easy_005,Easy,MBPP-adapted,codellama,CodeLlama-7B-Instruct,0,False,Runtime,,None,True,False,0,3,0,2,0,2
easy_005,Easy,MBPP-adapted,codellama,CodeLlama-7B-Instruct,1,True,Pass,,None,True,False,3,3,2,2,2,2
easy_005,Easy,MBPP-adapted,codellama,CodeLlama-7B-Instruct,2,True,Pass,,None,True,False,3,3,2,2,2,2
easy_006,Easy,original,codellama,CodeLlama-7B-Instruct,0,True,Pass,,None,True,False,3,3,2,2,2,2
easy_006,Easy,original,codellama,CodeLlama-7B-Instruct,1,True,Pass,,None,True,False,3,3,2,2,2,2
easy_006,Easy,original,codellama,CodeLlama-7B-Instruct,2,True,Pass,,None,True,False,3,3,2,2,2,2
easy_007,Easy,HumanEval-adapted,codellama,CodeLlama-7B-Instruct,0,True,Pass,,None,True,False,3,3,2,2,2,2
easy_007,Easy,HumanEval-adapted,codellama,CodeLlama-7B-Instruct,1,True,Pass,,None,True,False,3,3,2,2,2,2
easy_007,Easy,HumanEval-adapted,codellama,CodeLlama-7B-Instruct,2,True,Pass,,None,True,False,3,3,2,2,2,2
easy_008,Easy,original,codellama,CodeLlama-7B-Instruct,0,True,Pass,,None,True,False,3,3,2,2,2,2
easy_008,Easy,original,codellama,CodeLlama-7B-Instruct,1,True,Pass,,None,True,False,3,3,2,2,2,2
easy_008,Easy,original,codellama,CodeLlama-7B-Instruct,2,True,Pass,,None,True,False,3,3,2,2,2,2
easy_009,Easy,MBPP-adapted,codellama,CodeLlama-7B-Instruct,0,True,Pass,,None,True,False,3,3,2,2,2,2
easy_009,Easy,MBPP-adapted,codellama,CodeLlama-7B-Instruct,1,False,Syntactic,SyntaxError,"SyntaxError: '(' was never closed (<solution>, line 1)",False,False,0,3,0,2,0,2
easy_009,Easy,MBPP-adapted,codellama,CodeLlama-7B-Instruct,2,False,Runtime,,None,True,False,0,3,0,2,0,2
easy_010,Easy,original,codellama,CodeLlama-7B-Instruct,0,True,Pass,,None,True,False,3,3,2,2,2,2
easy_010,Easy,original,codellama,CodeLlama-7B-Instruct,1,True,Pass,,None,True,False,3,3,2,2,2,2
easy_010,Easy,original,codellama,CodeLlama-7B-Instruct,2,True,Pass,,None,True,False,3,3,2,2,2,2
easy_011,Easy,HumanEval-adapted,codellama,CodeLlama-7B-Instruct,0,True,Pass,,None,True,False,3,3,2,2,2,2
easy_011,Easy,HumanEval-adapted,codellama,CodeLlama-7B-Instruct,1,True,Pass,,None,True,False,3,3,2,2,2,2
easy_011,Easy,HumanEval-adapted,codellama,CodeLlama-7B-Instruct,2,True,Pass,,None,True,False,3,3,2,2,2,2
easy_012,Easy,original,codellama,CodeLlama-7B-Instruct,0,True,Pass,,None,True,False,3,3,2,2,2,2
easy_012,Easy,original,codellama,CodeLlama-7B-Instruct,1,True,Pass,,None,True,False,3,3,2,2,2,2
easy_012,Easy,original,codellama,CodeLlama-7B-Instruct,2,True,Pass,,None,True,False,3,3,2,2,2,2
easy_013,Easy,MBPP-adapted,codellama,CodeLlama-7B-Instruct,0,False,Runtime,,None,True,False,0,3,0,2,0,2
easy_013,Easy,MBPP-adapted,codellama,CodeLlama-7B-Instruct,1,False,Runtime,,None,True,False,0,3,0,2,0,2
easy_013,Easy,MBPP-adapted,codellama,CodeLlama-7B-Instruct,2,True,Pass,,None,True,False,3,3,2,2,2,2
easy_014,Easy,original,codellama,CodeLlama-7B-Instruct,0,True,Pass,,None,True,False,3,3,2,2,2,2
easy_014,Easy,original,codellama,CodeLlama-7B-Instruct,1,True,Pass,,None,True,False,3,3,2,2,2,2
easy_014,Easy,original,codellama,CodeLlama-7B-Instruct,2,True,Pass,,None,True,False,3,3,2,2,2,2
easy_015,Easy,HumanEval-adapted,codellama,CodeLlama-7B-Instruct,0,True,Pass,,None,True,False,3,3,2,2,2,2
easy_015,Easy,HumanEval-adapted,codellama,CodeLlama-7B-Instruct,1,False,Syntactic,SyntaxError,"SyntaxError: '(' was never closed (<solution>, line 1)",False,False,0,3,0,2,0,2
easy_015,Easy,HumanEval-adapted,codellama,CodeLlama-7B-Instruct,2,False,Runtime,,None,True,False,0,3,0,2,0,2
easy_016,Easy,original,codellama,CodeLlama-7B-Instruct,0,True,Pass,,None,True,False,3,3,2,2,2,2
easy_016,Easy,original,codellama,CodeLlama-7B-Instruct,1,True,Pass,,None,True,False,3,3,2,2,2,2
easy_016,Easy,original,codellama,CodeLlama-7B-Instruct,2,True,Pass,,None,True,False,3,3,2,2,2,2
easy_017,Easy,MBPP-adapted,codellama,CodeLlama-7B-Instruct,0,True,Pass,,None,True,False,3,3,2,2,2,2
easy_017,Easy,MBPP-adapted,codellama,CodeLlama-7B-Instruct,1,True,Pass,,None,True,False,3,3,2,2,2,2
easy_017,Easy,MBPP-adapted,codellama,CodeLlama-7B-Instruct,2,True,Pass,,None,True,False,3,3,2,2,2,2
easy_018,Easy,original,codellama,CodeLlama-7B-Instruct,0,True,Pass,,None,True,False,3,3,2,2,2,2
easy_018,Easy,original,codellama,CodeLlama-7B-Instruct,1,False,Runtime,,None,True,False,3,3,1,2,2,2
easy_018,Easy,original,codellama,CodeLlama-7B-Instruct,2,True,Pass,,None,True,False,3,3,2,2,2,2
easy_019,Easy,HumanEval-adapted,codellama,CodeLlama-7B-Instruct,0,True,Pass,,None,True,False,3,3,2,2,2,2
easy_019,Easy,HumanEval-adapted,codellama,CodeLlama-7B-Instruct,1,True,Pass,,None,True,False,3,3,2,2,2,2
easy_019,Easy,HumanEval-adapted,codellama,CodeLlama-7B-Instruct,2,False,Runtime,,None,True,False,0,3,0,2,0,2
easy_020,Easy,original,codellama,CodeLlama-7B-Instruct,0,True,Pass,,None,True,False,3,3,2,2,2,2
easy_020,Easy,original,codellama,CodeLlama-7B-Instruct,1,True,Pass,,None,True,False,3,3,2,2,2,2
easy_020,Easy,original,codellama,CodeLlama-7B-Instruct,2,True,Pass,,None,True,False,3,3,2,2,2,2
easy_021,Easy,MBPP-adapted,codellama,CodeLlama-7B-Instruct,0,False,Syntactic,SyntaxError,"SyntaxError: expected ':' (<solution>, line 1)",False,False,0,3,0,2,0,2
easy_021,Easy,MBPP-adapted,codellama,CodeLlama-7B-Instruct,1,True,Pass,,None,True,False,3,3,2,2,2,2
easy_021,Easy,MBPP-adapted,codellama,CodeLlama-7B-Instruct,2,True,Pass,,None,True,False,3,3,2,2,2,2
easy_022,Easy,original,codellama,CodeLlama-7B-Instruct,0,True,Pass,,None,True,False,3,3,2,2,2,2
easy_022,Easy,original,codellama,CodeLlama-7B-Instruct,1,True,Pass,,None,True,False,3,3,2,2,2,2
easy_022,Easy,original,codellama,CodeLlama-7B-Instruct,2,True,Pass,,None,True,False,3,3,2,2,2,2
easy_023,Easy,HumanEval-adapted,codellama,CodeLlama-7B-Instruct,0,True,Pass,,None,True,False,3,3,2,2,2,2
easy_023,Easy,HumanEval-adapted,codellama,CodeLlama-7B-Instruct,1,True,Pass,,None,True,False,3,3,2,2,2,2
easy_023,Easy,HumanEval-adapted,codellama,CodeLlama-7B-Instruct,2,True,Pass,,None,True,False,3,3,2,2,2,2
easy_024,Easy,original,codellama,CodeLlama-7B-Instruct,0,True,Pass,,None,True,False,3,3,2,2,2,2
easy_024,Easy,original,codellama,CodeLlama-7B-Instruct,1,True,Pass,,None,True,False,3,3,2,2,2,2
easy_024,Easy,original,codellama,CodeLlama-7B-Instruct,2,True,Pass,,None,True,False,3,3,2,2,2,2
easy_025,Easy,MBPP-adapted,codellama,CodeLlama-7B-Instruct,0,True,Pass,,None,True,False,3,3,2,2,2,2
easy_025,Easy,MBPP-adapted,codellama,CodeLlama-7B-Instruct,1,True,Pass,,None,True,False,3,3,2,2,2,2
easy_025,Easy,MBPP-adapted,codellama,CodeLlama-7B-Instruct,2,True,Pass,,None,True,False,3,3,2,2,2,2
easy_026,Easy,original,codellama,CodeLlama-7B-Instruct,0,True,Pass,,None,True,False,3,3,2,2,2,2
easy_026,Easy,original,codellama,CodeLlama-7B-Instruct,1,True,Pass,,None,True,False,3,3,2,2,2,2
easy_026,Easy,original,codellama,CodeLlama-7B-Instruct,2,True,Pass,,None,True,False,3,3,2,2,2,2
easy_027,Easy,HumanEval-adapted,codellama,CodeLlama-7B-Instruct,0,True,Pass,,None,True,False,3,3,2,2,2,2
easy_027,Easy,HumanEval-adapted,codellama,CodeLlama-7B-Instruct,1,True,Pass,,None,True,False,3,3,2,2,2,2
easy_027,Easy,HumanEval-adapted,codellama,CodeLlama-7B-Instruct,2,True,Pass,,None,True,False,3,3,2,2,2,2
easy_028,Easy,original,codellama,CodeLlama-7B-Instruct,0,False,Runtime,,None,True,False,3,3,1,2,2,2
easy_028,Easy,original,codellama,CodeLlama-7B-Instruct,1,True,Pass,,None,True,False,3,3,2,2,2,2
easy_028,Easy,original,codellama,CodeLlama-7B-Instruct,2,True,Pass,,None,True,False,3,3,2,2,2,2
easy_029,Easy,MBPP-adapted,codellama,CodeLlama-7B-Instruct,0,True,Pass,,None,True,False,3,3,2,2,2,2
easy_029,Easy,MBPP-adapted,codellama,CodeLlama-7B-Instruct,1,True,Pass,,None,True,False,3,3,2,2,2,2
easy_029,Easy,MBPP-adapted,codellama,CodeLlama-7B-Instruct,2,True,Pass,,None,True,False,3,3,2,2,2,2
easy_030,Easy,original,codellama,CodeLlama-7B-Instruct,0,True,Pass,,None,True,False,3,3,2,2,2,2
easy_030,Easy,original,codellama,CodeLlama-7B-Instruct,1,True,Pass,,None,True,False,3,3,2,2,2,2
easy_030,Easy,original,codellama,CodeLlama-7B-Instruct,2,True,Pass,,None,True,False,3,3,2,2,2,2
medium_001,Medium,original,codellama,CodeLlama-7B-Instruct,0,True,Pass,,None,True,False,3,3,2,2,2,2
medium_001,Medium,original,codellama,CodeLlama-7B-Instruct,1,True,Pass,,None,True,False,3,3,2,2,2,2
medium_001,Medium,original,codellama,CodeLlama-7B-Instruct,2,False,Algorithmic,,None,True,False,0,3,0,2,0,2
medium_002,Medium,HumanEval-adapted,codellama,CodeLlama-7B-Instruct,0,True,Pass,,None,True,False,3,3,2,2,2,2
medium_002,Medium,HumanEval-adapted,codellama,CodeLlama-7B-Instruct,1,True,Pass,,None,True,False,3,3,2,2,2,2
medium_002,Medium,HumanEval-adapted,codellama,CodeLlama-7B-Instruct,2,True,Pass,,None,True,False,3,3,2,2,2,2
medium_003,Medium,original,codellama,CodeLlama-7B-Instruct,0,True,Pass,,None,True,False,3,3,2,2,2,2
medium_003,Medium,original,codellama,CodeLlama-7B-Instruct,1,False,Runtime,,None,True,False,0,3,0,2,0,2
medium_003,Medium,original,codellama,CodeLlama-7B-Instruct,2,True,Pass,,None,True,False,3,3,2,2,2,2
medium_004,Medium,MBPP-adapted,codellama,CodeLlama-7B-Instruct,0,True,Pass,,None,True,False,3,3,2,2,2,2
medium_004,Medium,MBPP-adapted,codellama,CodeLlama-7B-Instruct,1,True,Pass,,None,True,False,3,3,2,2,2,2
medium_004,Medium,MBPP-adapted,codellama,CodeLlama-7B-Instruct,2,True,Pass,,None,True,False,3,3,2,2,2,2
medium_005,Medium,original,codellama,CodeLlama-7B-Instruct,0,True,Pass,,None,True,False,3,3,2,2,2,2
medium_005,Medium,original,codellama,CodeLlama-7B-Instruct,1,True,Pass,,None,True,False,3,3,2,2,2,2
medium_005,Medium,original,codellama,CodeLlama-7B-Instruct,2,True,Pass,,None,True,False,3,3,2,2,2,2
medium_006,Medium,HumanEval-adapted,codellama,CodeLlama-7B-Instruct,0,True,Pass,,None,True,False,3,3,2,2,2,2
medium_006,Medium,HumanEval-adapted,codellama,CodeLlama-7B-Instruct,1,True,Pass,,None,True,False,3,3,2,2,2,2
medium_006,Medium,HumanEval-adapted,codellama,CodeLlama-7B-Instruct,2,True,Pass,,None,True,False,3,3,2,2,2,2
medium_007,Medium,original,codellama,CodeLlama-7B-Instruct,0,False,Syntactic,SyntaxError,"SyntaxError: '(' was never closed (<solution>, line 1)",False,False,0,3,0,2,0,2
medium_007,Medium,original,codellama,CodeLlama-7B-Instruct,1,True,Pass,,None,True,False,3,3,2,2,2,2
medium_007,Medium,original,codellama,CodeLlama-7B-Instruct,2,True,Pass,,None,True,False,3,3,2,2,2,2
medium_008,Medium,MBPP-adapted,codellama,CodeLlama-7B-Instruct,0,True,Pass,,None,True,False,3,3,2,2,2,2
medium_008,Medium,MBPP-adapted,codellama,CodeLlama-7B-Instruct,1,True,Pass,,None,True,False,3,3,2,2,2,2
medium_008,Medium,MBPP-adapted,codellama,CodeLlama-7B-Instruct,2,True,Pass,,None,True,False,3,3,2,2,2,2
medium_009,Medium,original,codellama,CodeLlama-7B-Instruct,0,False,Syntactic,SyntaxError,"SyntaxError: '(' was never closed (<solution>, line 1)",False,False,0,3,0,2,0,2
medium_009,Medium,original,codellama,CodeLlama-7B-Instruct,1,False,Runtime,,None,True,False,0,3,0,2,0,2
medium_009,Medium,original,codellama,CodeLlama-7B-Instruct,2,True,Pass,,None,True,False,3,3,2,2,2,2
medium_010,Medium,HumanEval-adapted,codellama,CodeLlama-7B-Instruct,0,True,Pass,,None,True,False,3,3,2,2,2,2
medium_010,Medium,HumanEval-adapted,codellama,CodeLlama-7B-Instruct,1,True,Pass,,None,True,False,3,3,2,2,2,2
medium_010,Medium,HumanEval-adapted,codellama,CodeLlama-7B-Instruct,2,True,Pass,,None,True,False,3,3,2,2,2,2
medium_011,Medium,original,codellama,CodeLlama-7B-Instruct,0,True,Pass,,None,True,False,3,3,2,2,2,2
medium_011,Medium,original,codellama,CodeLlama-7B-Instruct,1,False,Runtime,,None,True,False,0,3,0,2,0,2
medium_011,Medium,original,codellama,CodeLlama-7B-Instruct,2,True,Pass,,None,True,False,3,3,2,2,2,2
medium_012,Medium,MBPP-adapted,codellama,CodeLlama-7B-Instruct,0,True,Pass,,None,True,False,3,3,2,2,2,2
medium_012,Medium,MBPP-adapted,codellama,CodeLlama-7B-Instruct,1,True,Pass,,None,True,False,3,3,2,2,2,2
medium_012,Medium,MBPP-adapted,codellama,CodeLlama-7B-Instruct,2,True,Pass,,None,True,False,3,3,2,2,2,2
medium_013,Medium,original,codellama,CodeLlama-7B-Instruct,0,False,Algorithmic,,None,True,False,2,3,2,2,2,2
medium_013,Medium,original,codellama,CodeLlama-7B-Instruct,1,False,Algorithmic,,None,True,False,0,3,0,2,0,2
medium_013,Medium,original,codellama,CodeLlama-7B-Instruct,2,False,Algorithmic,,None,True,False,2,3,2,2,2,2
medium_014,Medium,HumanEval-adapted,codellama,CodeLlama-7B-Instruct,0,True,Pass,,None,True,False,3,3,2,2,2,2
medium_014,Medium,HumanEval-adapted,codellama,CodeLlama-7B-Instruct,1,True,Pass,,None,True,False,3,3,2,2,2,2
medium_014,Medium,HumanEval-adapted,codellama,CodeLlama-7B-Instruct,2,True,Pass,,None,True,False,3,3,2,2,2,2
medium_015,Medium,original,codellama,CodeLlama-7B-Instruct,0,True,Pass,,None,True,False,3,3,2,2,2,2
medium_015,Medium,original,codellama,CodeLlama-7B-Instruct,1,True,Pass,,None,True,False,3,3,2,2,2,2
medium_015,Medium,original,codellama,CodeLlama-7B-Instruct,2,True,Pass,,None,True,False,3,3,2,2,2,2
medium_016,Medium,MBPP-adapted,codellama,CodeLlama-7B-Instruct,0,True,Pass,,None,True,False,3,3,2,2,2,2
medium_016,Medium,MBPP-adapted,codellama,CodeLlama-7B-Instruct,1,True,Pass,,None,True,False,3,3,2,2,2,2
medium_016,Medium,MBPP-adapted,codellama,CodeLlama-7B-Instruct,2,True,Pass,,None,True,False,3,3,2,2,2,2
medium_017,Medium,original,codellama,CodeLlama-7B-Instruct,0,True,Pass,,None,True,False,3,3,2,2,2,2
medium_017,Medium,original,codellama,CodeLlama-7B-Instruct,1,False,Syntactic,SyntaxError,"SyntaxError: expected ':' (<solution>, line 1)",False,False,0,3,0,2,0,2
medium_017,Medium,original,codellama,CodeLlama-7B-Instruct,2,True,Pass,,None,True,False,3,3,2,2,2,2
medium_018,Medium,HumanEval-adapted,codellama,CodeLlama-7B-Instruct,0,True,Pass,,None,True,False,3,3,2,2,2,2
medium_018,Medium,HumanEval-adapted,codellama,CodeLlama-7B-Instruct,1,True,Pass,,None,True,False,3,3,2,2,2,2
medium_018,Medium,HumanEval-adapted,codellama,CodeLlama-7B-Instruct,2,False,Syntactic,SyntaxError,"SyntaxError: expected ':' (<solution>, line 1)",False,False,0,3,0,2,0,2
medium_019,Medium,original,codellama,CodeLlama-7B-Instruct,0,True,Pass,,None,True,False,3,3,2,2,2,2
medium_019,Medium,original,codellama,CodeLlama-7B-Instruct,1,True,Pass,,None,True,False,3,3,2,2,2,2
medium_019,Medium,original,codellama,CodeLlama-7B-Instruct,2,False,Algorithmic,,None,True,False,0,3,0,2,0,2
medium_020,Medium,MBPP-adapted,codellama,CodeLlama-7B-Instruct,0,True,Pass,,None,True,False,3,3,2,2,2,2
medium_020,Medium,MBPP-adapted,codellama,CodeLlama-7B-Instruct,1,True,Pass,,None,True,False,3,3,2,2,2,2
medium_020,Medium,MBPP-adapted,codellama,CodeLlama-7B-Instruct,2,True,Pass,,None,True,False,3,3,2,2,2,2
medium_021,Medium,original,codellama,CodeLlama-7B-Instruct,0,True,Pass,,None,True,False,3,3,2,2,2,2
medium_021,Medium,original,codellama,CodeLlama-7B-Instruct,1,False,Runtime,,None,True,False,0,3,0,2,0,2
medium_021,Medium,original,codellama,CodeLlama-7B-Instruct,2,True,Pass,,None,True,False,3,3,2,2,2,2
medium_022,Medium,HumanEval-adapted,codellama,CodeLlama-7B-Instruct,0,True,Pass,,None,True,False,3,3,2,2,2,2
medium_022,Medium,HumanEval-adapted,codellama,CodeLlama-7B-Instruct,1,False,Runtime,,None,True,False,0,3,0,2,0,2
medium_022,Medium,HumanEval-adapted,codellama,CodeLlama-7B-Instruct,2,True,Pass,,None,True,False,3,3,2,2,2,2
medium_023,Medium,original,codellama,CodeLlama-7B-Instruct,0,True,Pass,,None,True,False,3,3,2,2,2,2
medium_023,Medium,original,codellama,CodeLlama-7B-Instruct,1,True,Pass,,None,True,False,3,3,2,2,2,2
medium_023,Medium,original,codellama,CodeLlama-7B-Instruct,2,True,Pass,,None,True,False,3,3,2,2,2,2
medium_024,Medium,MBPP-adapted,codellama,CodeLlama-7B-Instruct,0,True,Pass,,None,True,False,3,3,2,2,2,2
medium_024,Medium,MBPP-adapted,codellama,CodeLlama-7B-Instruct,1,True,Pass,,None,True,False,3,3,2,2,2,2
medium_024,Medium,MBPP-adapted,codellama,CodeLlama-7B-Instruct,2,True,Pass,,None,True,False,3,3,2,2,2,2
medium_025,Medium,original,codellama,CodeLlama-7B-Instruct,0,True,Pass,,None,True,False,3,3,2,2,2,2
medium_025,Medium,original,codellama,CodeLlama-7B-Instruct,1,True,Pass,,None,True,False,3,3,2,2,2,2
medium_025,Medium,original,codellama,CodeLlama-7B-Instruct,2,True,Pass,,None,True,False,3,3,2,2,2,2
medium_026,Medium,HumanEval-adapted,codellama,CodeLlama-7B-Instruct,0,True,Pass,,None,True,False,3,3,2,2,2,2
medium_026,Medium,HumanEval-adapted,codellama,CodeLlama-7B-Instruct,1,False,Runtime,,None,True,False,0,3,0,2,0,2
medium_026,Medium,HumanEval-adapted,codellama,CodeLlama-7B-Instruct,2,False,Runtime,,None,True,False,0,3,0,2,0,2
medium_027,Medium,original,codellama,CodeLlama-7B-Instruct,0,True,Pass,,None,True,False,3,3,2,2,2,2
medium_027,Medium,original,codellama,CodeLlama-7B-Instruct,1,True,Pass,,None,True,False,3,3,2,2,2,2
medium_027,Medium,original,codellama,CodeLlama-7B-Instruct,2,True,Pass,,None,True,False,3,3,2,2,2,2
medium_028,Medium,MBPP-adapted,codellama,CodeLlama-7B-Instruct,0,True,Pass,,None,True,False,3,3,2,2,2,2
medium_028,Medium,MBPP-adapted,codellama,CodeLlama-7B-Instruct,1,True,Pass,,None,True,False,3,3,2,2,2,2
medium_028,Medium,MBPP-adapted,codellama,CodeLlama-7B-Instruct,2,False,Runtime,,None,True,False,0,3,0,2,0,2
medium_029,Medium,original,codellama,CodeLlama-7B-Instruct,0,True,Pass,,None,True,False,3,3,2,2,2,2
medium_029,Medium,original,codellama,CodeLlama-7B-Instruct,1,True,Pass,,None,True,False,3,3,2,2,2,2
medium_029,Medium,original,codellama,CodeLlama-7B-Instruct,2,True,Pass,,None,True,False,3,3,2,2,2,2
medium_030,Medium,HumanEval-adapted,codellama,CodeLlama-7B-Instruct,0,True,Pass,,None,True,False,3,3,2,2,2,2
medium_030,Medium,HumanEval-adapted,codellama,CodeLlama-7B-Instruct,1,True,Pass,,None,True,False,3,3,2,2,2,2
